properties.ObjectId,properties.StopID,properties.PID,properties.resultOfStop,properties.resultOfStopcode,properties.resultOfStopcodeText
11417,15016,1,Warning (verbal or written),54373,21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373
11418,14928,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11419,14877,2,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
11420,15099,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11421,15100,1,Citation for infraction,54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
11422,15101,1,No Action,NULL,NULL
11423,15102,1,No Action,NULL,NULL
11424,15103,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11425,15104,1,No Action,NULL,NULL
11426,15105,1,No Action,NULL,NULL
11427,15105,2,No Action,NULL,NULL
11428,15106,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11429,15107,1,No Action,NULL,NULL
11430,15108,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
11431,15108,1,Citation for infraction,54518,24603(E) VC - STOPLAMPS VIOL:N/VISIBLE (I) 54518
11432,15108,2,No Action,NULL,NULL
11433,15108,3,No Action,NULL,NULL
11434,15108,4,No Action,NULL,NULL
11435,15109,1,Warning (verbal or written),54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
11436,15110,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11437,15111,1,No Action,NULL,NULL
11438,15112,1,Field interview card completed,NULL,NULL
11439,15113,1,No Action,NULL,NULL
11440,15114,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11441,15115,1,No Action,NULL,NULL
11442,15116,1,Psychiatric hold,NULL,NULL
11443,15117,1,Warning (verbal or written),54427,21800(D) VC - FAIL STOP/YIELD:INOP SIGN (I) 54427
11444,15118,1,No Action,NULL,NULL
11445,15119,1,Citation for infraction,54575,38301(A) VC - UNLAWFUL VIOLATE SPEC REG (I) 54575
11446,15120,1,No Action,NULL,NULL
11447,15121,1,Citation for infraction,54445,21651(A) VC - DIV HWY:CROSS/U TURN VIOL (I) 54445
11448,15122,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11449,15123,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11450,15124,1,No Action,NULL,NULL
11451,15124,2,No Action,NULL,NULL
11452,15125,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11453,15126,1,Citation for infraction,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
11454,15127,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11455,14929,1,Field interview card completed,NULL,NULL
11456,15017,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11457,14878,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11458,14930,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11459,15018,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11460,14879,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
11461,14963,1,Warning (verbal or written),54299,21804(A) VC - FAIL YIELD TRAFIC:HWY ENT (I) 54299
11462,15019,1,Warning (verbal or written),54427,21800(D) VC - FAIL STOP/YIELD:INOP SIGN (I) 54427
11463,14880,1,No Action,NULL,NULL
11464,14931,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11465,14964,1,Citation for infraction,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
11466,15020,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11467,14880,2,No Action,NULL,NULL
11468,14931,1,Field interview card completed,NULL,NULL
11469,14965,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11470,15021,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11471,14932,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11472,14881,1,Custodial Arrest without warrant,35450,11359(A) HS - POSS MARIJ SALE UNDER 18 (I) 35450
11473,14966,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11474,15022,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11475,15023,1,No Action,NULL,NULL
11476,15024,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11477,15025,1,No Action,NULL,NULL
11478,15026,1,No Action,NULL,NULL
11479,15026,2,No Action,NULL,NULL
11480,15026,3,No Action,NULL,NULL
11481,15026,4,No Action,NULL,NULL
11482,15026,5,No Action,NULL,NULL
11483,15027,1,In-field cite and release,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11484,15028,1,No Action,NULL,NULL
11485,15028,2,No Action,NULL,NULL
11486,15029,1,No Action,NULL,NULL
11487,15029,2,No Action,NULL,NULL
11488,15029,3,No Action,NULL,NULL
11489,15029,4,No Action,NULL,NULL
11490,15029,5,No Action,NULL,NULL
11491,15029,6,No Action,NULL,NULL
11492,15029,7,No Action,NULL,NULL
11493,15029,8,No Action,NULL,NULL
11494,15030,1,No Action,NULL,NULL
11495,15031,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11496,15032,1,Field interview card completed,NULL,NULL
11497,15033,1,Citation for infraction,54083,14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083
11498,15034,1,Psychiatric hold,NULL,NULL
11499,15035,1,No Action,NULL,NULL
11500,15036,1,Custodial Arrest without warrant,22012,466 PC - POSSESS BURGLARY TOOLS (M) 22012
11501,15037,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11502,15038,1,No Action,NULL,NULL
11503,15039,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11504,14967,1,No Action,NULL,NULL
11505,14881,1,Custodial Arrest without warrant,35448,11360(A) HS - SELL/TRNSP/ETC MARIJUANA (F) 35448
11506,14968,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11507,14969,1,Warning (verbal or written),54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
11508,14882,1,Citation for infraction,54518,24603(E) VC - STOPLAMPS VIOL:N/VISIBLE (I) 54518
11509,14970,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11510,14882,2,No Action,NULL,NULL
11511,14933,1,Citation for infraction,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
11512,14971,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11513,14883,1,No Action,NULL,NULL
11514,14933,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
11515,14972,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11516,14883,2,No Action,NULL,NULL
11517,14934,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
11518,14973,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11519,14884,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11520,14935,1,Citation for infraction,54145,21955 VC - JAYWALKING (I) 54145
11521,14974,1,Warning (verbal or written),54311,22523 VC - ABANDON VEHICLE ON HIWAY (I) 54311
11522,14885,1,No Action,NULL,NULL
11523,14936,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11524,14974,2,Warning (verbal or written),54311,22523 VC - ABANDON VEHICLE ON HIWAY (I) 54311
11525,14885,2,No Action,NULL,NULL
11526,14936,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11527,14975,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11528,14885,3,No Action,NULL,NULL
11529,14936,1,In-field cite and release,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11530,14976,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11531,14885,4,No Action,NULL,NULL
11532,14885,5,No Action,NULL,NULL
11533,14937,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11534,14937,2,Warning (verbal or written),66100,978.5 PC - BENCH WARRANT:FTA:MISD (M) 66100
11535,14938,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11536,14939,1,Custodial Arrest without warrant,42117,23152(G) VC - DUI ALCOHOL AND DRUG (M) 42117
11537,14939,2,No Action,NULL,NULL
11538,14940,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11539,14941,1,No Action,NULL,NULL
11540,14942,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11541,14942,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11542,14943,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
11543,14943,2,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
11544,14944,1,Citation for infraction,54015,26708.5 VC - WINDOW INSTAL/ETC MAT VIO (I) 54015
11545,14944,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
11546,14945,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
11547,14946,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11548,14946,1,Citation for infraction,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
11549,14947,1,No Action,NULL,NULL
11550,14948,1,Citation for infraction,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
11551,14948,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11552,14949,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11553,14949,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11554,14950,1,Citation for infraction,54445,21651(A) VC - DIV HWY:CROSS/U TURN VIOL (I) 54445
11555,14951,1,Citation for infraction,54140,12951(A) VC - DRIVE W/O VALID LICENSE (I) 54140
11556,14952,1,Citation for infraction,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
11557,14953,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11558,14954,1,No Action,NULL,NULL
11559,14955,1,No Action,NULL,NULL
11560,14956,1,Citation for infraction,54185,22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185
11561,14957,1,No Action,NULL,NULL
11562,14958,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11563,14959,1,Warning (verbal or written),41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11564,14959,2,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11565,14960,1,No Action,NULL,NULL
11566,14961,1,Warning (verbal or written),32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
11567,14977,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11568,14978,1,Citation for infraction,54305,14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305
11569,14979,1,No Action,NULL,NULL
11570,14980,1,No Action,NULL,NULL
11571,14981,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11572,14982,1,Citation for infraction,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
11573,14983,1,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11574,14984,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
11575,14984,1,Citation for infraction,54518,24603(E) VC - STOPLAMPS VIOL:N/VISIBLE (I) 54518
11576,14985,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11577,14986,1,In-field cite and release,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11578,14987,1,No Action,NULL,NULL
11579,14987,2,No Action,NULL,NULL
11580,14987,3,No Action,NULL,NULL
11581,14987,4,No Action,NULL,NULL
11582,14988,1,Citation for infraction,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398
11583,14989,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11584,14990,1,Psychiatric hold,NULL,NULL
11585,14991,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11586,14992,1,Custodial Arrest without warrant,38025,273.5 PC - INFLICT CRPL INJ SP/COHAB (F) 38025
11587,14993,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11588,14994,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11589,14995,1,No Action,NULL,NULL
11590,14995,2,No Action,NULL,NULL
11591,14995,3,No Action,NULL,NULL
11592,14997,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11593,14998,1,Warning (verbal or written),65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
11594,14999,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11595,14999,1,Custodial Arrest without warrant,24067,10851(A) VC - TAKE VEH W/O OWNER CONSNT (M) 24067
11596,14999,2,Field interview card completed,NULL,NULL
11597,15000,1,Warning (verbal or written),54185,22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185
11598,15001,1,Warning (verbal or written),29050,10852 VC - TAMPER WITH VEHICLE (M) 29050
11599,15002,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11600,15003,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11601,15322,1,Warning (verbal or written),54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11602,15322,1,Field interview card completed,NULL,NULL
11603,15323,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11604,15324,1,No Action,NULL,NULL
11605,15214,1,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
11606,15452,1,Field interview card completed,NULL,NULL
11607,15325,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11608,15215,1,No Action,NULL,NULL
11609,15244,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11610,15453,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11611,15411,1,No Action,NULL,NULL
11612,15326,1,Field interview card completed,NULL,NULL
11613,15215,2,No Action,NULL,NULL
11614,15369,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11615,15245,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11616,15453,2,No Action,NULL,NULL
11617,15286,1,In-field cite and release,54004,14601(A) VC - DRIV:SUSP/ETC LIC:RECKLES (M) 54004
11618,15412,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11619,15327,1,No Action,NULL,NULL
11620,15216,1,In-field cite and release,35172,11377(A) HS - POSS CONTROLLED SUBSTANCE (F) 35172
11621,15370,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11622,15246,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11623,15454,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11624,15286,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11625,15413,1,In-field cite and release,54110,24601 VC - FAIL MAINT LIC PLATE LAMP (I) 54110
11626,15328,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11627,15217,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11628,15371,1,Custodial Arrest without warrant,13219,245(A)(1) PC - ADW NOT FIREARM (F) 13219
11629,15247,1,Psychiatric hold,NULL,NULL
11630,15455,1,No Action,NULL,NULL
11631,15286,1,Field interview card completed,NULL,NULL
11632,15413,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11633,15329,1,No Action,NULL,NULL
11634,15218,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11635,15248,1,Warning (verbal or written),54320,22104 VC - TURN BY FIRE STATION VIOL (I) 54320
11636,15371,1,Custodial Arrest without warrant,35353,11377(A) HS - POSSESS CNTL SUB (M) 35353
11637,15249,1,Citation for infraction,62159,14 4310 CA - CA REG:LITTERING A UNIT (M) 62159
11638,15286,2,No Action,NULL,NULL
11639,15413,2,Citation for infraction,54110,24601 VC - FAIL MAINT LIC PLATE LAMP (I) 54110
11640,15456,1,No Action,NULL,NULL
11641,15330,1,Citation for infraction,54185,22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185
11642,15219,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11643,15287,1,No Action,NULL,NULL
11644,15414,1,No Action,NULL,NULL
11645,15331,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11646,15456,2,No Action,NULL,NULL
11647,15250,1,No Action,NULL,NULL
11648,15220,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
11649,15288,1,Custodial Arrest without warrant,13219,245(A)(1) PC - ADW NOT FIREARM (F) 13219
11650,15415,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11651,15332,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
11652,15457,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11653,15250,2,No Action,NULL,NULL
11654,15372,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11655,15221,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11656,15289,1,No Action,NULL,NULL
11657,15416,1,Warning (verbal or written),54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
11658,15333,1,Citation for infraction,54011,27315 VC - SEATBELT VIOLATION (I) 54011
11659,15458,1,Warning (verbal or written),54088,21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088
11660,15250,3,No Action,NULL,NULL
11661,15373,1,No Action,NULL,NULL
11662,15222,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11663,15289,2,No Action,NULL,NULL
11664,15417,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11665,15334,1,No Action,NULL,NULL
11666,15459,1,Citation for infraction,54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
11667,15251,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11668,15374,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
11669,15223,1,Citation for infraction,54372,21453(B) VC - TURN ONTO ONEWAY AT RED (I) 54372
11670,15290,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
11671,15418,1,Citation for infraction,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
11672,15335,1,No Action,NULL,NULL
11673,15460,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11674,15252,1,Citation for infraction,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398
11675,15374,2,No Action,NULL,NULL
11676,15224,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
11677,15291,1,No Action,NULL,NULL
11678,15418,1,In-field cite and release,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
11679,15335,2,No Action,NULL,NULL
11680,15461,1,Warning (verbal or written),54122,21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122
11681,15253,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
11682,15375,1,Citation for infraction,54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168
11683,15225,1,Warning (verbal or written),54161,21657 VC - DISOBEY TRAFFIC DIRECTION (I) 54161
11684,15292,1,Warning (verbal or written),54191,24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191
11685,15419,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11686,15336,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
11687,15462,1,Warning (verbal or written),54194,24603 VC - STOPLAMP VIOLATIONS (I) 54194
11688,15462,2,Warning (verbal or written),54194,24603 VC - STOPLAMP VIOLATIONS (I) 54194
11689,15463,1,Field interview card completed,NULL,NULL
11690,15464,1,Citation for infraction,54306,22400(A) VC - DRIVE TOO SLOWLY/ETC (I) 54306
11691,15465,1,No Action,NULL,NULL
11692,15466,1,No Action,NULL,NULL
11693,15467,1,No Action,NULL,NULL
11694,15468,1,Citation for infraction,31194,10167.2 BP - RENTAL BUSINES:NO LICENSE (M) 31194
11695,15469,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
11696,15470,1,Field interview card completed,NULL,NULL
11697,15470,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
11698,15471,1,No Action,NULL,NULL
11699,15471,2,No Action,NULL,NULL
11700,15472,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
